Data Source,World Development Indicators,,,,,,,,,,,,
,,,,,,,,,,,,,
Last Updated Date,2025-10-07,,,,,,,,,,,,
,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Macao SAR, China",MAC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,98.19000244,,,,,,,,
St. Martin (French part),MAF,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Morocco,MAR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Monaco,MCO,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Moldova,MDA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Madagascar,MDG,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,78.37999725,,,77.90000153,,,
Maldives,MDV,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,97.30000305,93.98000336,,98.16000366,,,,,
"Middle East, North Africa, Afghanistan & Pakistan",MEA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,81.80258942,81.11595917,81.52944946,81.23262787,81.23265076,81.65760803,82.01400757,82.44994354,82.84985352,83.23055267
Mexico,MEX,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,95.55000305,95.83999634,95.87000275,96.23000336,96.28544701,96.05999756,96.41665574,96.56200357,96.50969261,96.44208022
Marshall Islands,MHL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,98.75,,95.71355797,,,
Middle income,MIC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,89.56761932,89.84523773,89.95774078,90.2146225,90.21405029,90.42601013,90.59561157,90.82543182,91.00347137,91.17606354
North Macedonia,MKD,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Mali,MLI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,45.06999969,,,46.18000031,,,,,,
Malta,MLT,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Myanmar,MMR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,90.34999847,,96.84870941,92.38999939,94.68056486,,,,
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Montenegro,MNE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,99.15000153,,,,,,
Mongolia,MNG,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,95.66999817,98.12999725,99.12000275,99.1619514,98.51999664,98.33000183,
Northern Mariana Islands,MNP,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,
Mozambique,MOZ,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,70.76000214,,72.59999847,,,72.47000122,,74.12238194,,
